data,d,T,noise,prior_acc,seed,variant,variant_name,tau,time,w0_auroc,w0_auprc,w0_f1,w0_shd_norm,comb_auroc,comb_auprc,comb_f1,comb_shd_norm,experiment,auroc,auprc,f1_opt,shd_norm,f1_topk,target,top_m,n_features,rmse,mae
synthetic,20.0,500.0,gaussian,0.6,4,A,NoPrior,1.0,38.845545291900635,0.9107295091949823,0.6610278366899477,0.8085106382973382,0.02368421052631579,0.911221270842722,0.6941224322642524,0.6999999999994949,0.11052631578947368,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,0,C,FullModel,1.7585816383361816,39.52542781829834,0.9560883620689655,0.863467406543504,0.85714285714233,0.02368421052631579,0.9203821656050956,0.8532386459478575,0.847999999999488,0.05,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,0,F,HardMask,,33.240060329437256,0.9316630747126436,0.8209052387290892,0.8709677419349563,0.021052631578947368,0.9587434858135495,0.89289740673407,0.8799999999994874,0.039473684210526314,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,0,A,NoPrior,1.0,42.64231562614441,0.8216594827586207,0.476725356525152,0.6031746031740841,0.06578947368421052,0.7890851187029531,0.5476368177133433,0.6201550387591805,0.12894736842105264,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,1,C,FullModel,1.6159310340881348,38.116825103759766,1.0,1.0,0.9999999999994644,0.0,0.9557017318464465,0.903979917206117,0.8623853211004087,0.039473684210526314,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,1,F,HardMask,,28.106284856796265,0.9457183441558442,0.8575588036767159,0.905660377357958,0.013157894736842105,0.9541600287784572,0.9088248954088225,0.8807339449536193,0.034210526315789476,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,1,A,NoPrior,1.0,34.815747022628784,0.9800121753246753,0.8971609901941618,0.9473684210520985,0.007894736842105263,0.9022046353872244,0.7858992523131493,0.7692307692302692,0.06315789473684211,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,2,C,FullModel,1.755098819732666,36.860708236694336,1.0,0.9999999999999998,0.9999999999994584,0.0,0.9406333170387268,0.9042862242780723,0.873786407766479,0.034210526315789476,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,2,F,HardMask,,29.675403118133545,0.9757139513108615,0.9609649122807017,0.9787234042547778,0.002631578947368421,0.9664602683178534,0.9282401281436612,0.8807339449536132,0.034210526315789476,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,2,A,NoPrior,1.0,35.90465259552002,0.8560393258426966,0.639576581574213,0.666666666666159,0.034210526315789476,0.8300472543588072,0.6390645604015472,0.6428571428566315,0.10526315789473684,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,3,C,FullModel,1.7909687757492065,36.575830936431885,0.9873967840069535,0.9641123905609239,0.9615384615379245,0.005263157894736842,0.9358333333333334,0.9165513713600897,0.9217391304342674,0.02368421052631579,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,3,F,HardMask,,29.499390125274658,1.0,0.9999999999999998,0.9999999999994615,0.0,0.99546875,0.9813245731288286,0.9322033898299928,0.021052631578947368,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,3,A,NoPrior,1.0,36.054404497146606,0.8177966101694915,0.45976603794453674,0.6222222222217066,0.04473684210526316,0.80625,0.5524855154011927,0.6290322580640065,0.12105263157894737,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,4,C,FullModel,1.7075316905975342,36.84898853302002,1.0,0.9999999999999999,0.9999999999994567,0.0,0.9684542586750788,0.9325418180236039,0.8869565217386195,0.034210526315789476,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,4,F,HardMask,,29.655252695083618,0.9469004993301668,0.9102816114009029,0.9130434782603299,0.010526315789473684,0.9483501076561012,0.8930609568193522,0.87096774193497,0.042105263157894736,synthetic,,,,,,,,,,
synthetic,20.0,500.0,gaussian,0.9,4,A,NoPrior,1.0,36.22031307220459,0.9107295091949823,0.6610278366899477,0.8085106382973382,0.02368421052631579,0.911221270842722,0.6941224322642524,0.6999999999994949,0.11052631578947368,synthetic,,,,,,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,0,C,FullModel,0.5560513734817505,1.0172700881958008,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,0,F,HardMask,,27.847691297531128,,,,,,,,,lorenz96,0.3933333333333333,0.3412551518924068,0.49999999999961664,0.6666666666666666,0.3333333333328223,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,0,A,NoPrior,1.0,0.9992811679840088,,,,,,,,,lorenz96,0.9961111111111112,0.992953431372549,0.9655172413787777,0.022222222222222223,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,0,C,FullModel,0.14861661195755005,1.0130829811096191,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,0,F,HardMask,,26.217605113983154,,,,,,,,,lorenz96,0.7305555555555554,0.6668842090416326,0.7169811320749533,0.16666666666666666,0.6333333333328122,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,0,A,NoPrior,1.0,1.0005452632904053,,,,,,,,,lorenz96,0.9961111111111112,0.992953431372549,0.9655172413787777,0.022222222222222223,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,0,C,FullModel,0.7644901871681213,1.0163688659667969,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,0,F,HardMask,,23.871668577194214,,,,,,,,,lorenz96,0.9772222222222222,0.9661234969058557,0.9666666666661344,0.022222222222222223,0.9666666666661344,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,0,A,NoPrior,1.0,1.0001375675201416,,,,,,,,,lorenz96,0.9961111111111112,0.992953431372549,0.9655172413787777,0.022222222222222223,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,1,C,FullModel,0.05000000074505806,1.0193507671356201,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,1,F,HardMask,,27.862149000167847,,,,,,,,,lorenz96,0.4355555555555556,0.4115448357647846,0.49999999999961664,0.6666666666666666,0.39999999999948677,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,1,A,NoPrior,1.0,0.9997212886810303,,,,,,,,,lorenz96,0.9916666666666667,0.9844174192665573,0.9333333333328022,0.044444444444444446,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,1,C,FullModel,0.19810330867767334,1.015531063079834,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,1,F,HardMask,,27.8738112449646,,,,,,,,,lorenz96,0.8152777777777778,0.7768883346393832,0.7692307692302515,0.13333333333333333,0.7333333333328089,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,1,A,NoPrior,1.0,0.9980523586273193,,,,,,,,,lorenz96,0.9916666666666667,0.9844174192665573,0.9333333333328022,0.044444444444444446,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,1,C,FullModel,0.11152967810630798,1.016948938369751,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,1,F,HardMask,,27.854395627975464,,,,,,,,,lorenz96,0.9611111111111111,0.9486535303776683,0.9333333333328022,0.044444444444444446,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,1,A,NoPrior,1.0,0.9999475479125977,,,,,,,,,lorenz96,0.9916666666666667,0.9844174192665573,0.9333333333328022,0.044444444444444446,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,2,C,FullModel,0.5641129016876221,1.0182209014892578,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,2,F,HardMask,,27.87003993988037,,,,,,,,,lorenz96,0.47194444444444444,0.39102921497529336,0.49999999999961664,0.6666666666666666,0.4333333333328189,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,2,A,NoPrior,1.0,0.9989938735961914,,,,,,,,,lorenz96,0.995,0.9907312091503269,0.9473684210520997,0.03333333333333333,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,2,C,FullModel,0.8997815847396851,1.0158848762512207,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,2,F,HardMask,,27.66624927520752,,,,,,,,,lorenz96,0.7166666666666667,0.5185594620950658,0.6551724137925815,0.2222222222222222,0.6333333333328122,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,2,A,NoPrior,1.0,0.9862816333770752,,,,,,,,,lorenz96,0.995,0.9907312091503269,0.9473684210520997,0.03333333333333333,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,2,C,FullModel,0.32099974155426025,1.00349760055542,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,2,F,HardMask,,27.66275954246521,,,,,,,,,lorenz96,0.9758333333333333,0.9592632908351233,0.9666666666661344,0.022222222222222223,0.9666666666661344,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,2,A,NoPrior,1.0,0.9965777397155762,,,,,,,,,lorenz96,0.995,0.9907312091503269,0.9473684210520997,0.03333333333333333,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,3,C,FullModel,0.16989997029304504,1.014402151107788,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,3,F,HardMask,,27.591921091079712,,,,,,,,,lorenz96,0.4605555555555555,0.44194973327326265,0.49999999999961664,0.6666666666666666,0.3666666666661545,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,3,A,NoPrior,1.0,0.988823413848877,,,,,,,,,lorenz96,0.9855555555555555,0.9770055480581796,0.9473684210520997,0.03333333333333333,0.89999999999947,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,3,C,FullModel,0.05000000074505806,1.0035343170166016,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,3,F,HardMask,,27.559160470962524,,,,,,,,,lorenz96,0.7422222222222221,0.673911659195513,0.6909090909085699,0.18888888888888888,0.6666666666661445,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,3,A,NoPrior,1.0,0.9965097904205322,,,,,,,,,lorenz96,0.9855555555555555,0.9770055480581796,0.9473684210520997,0.03333333333333333,0.89999999999947,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,3,C,FullModel,0.48109081387519836,1.0141944885253906,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,3,F,HardMask,,27.796465158462524,,,,,,,,,lorenz96,0.9261111111111111,0.9049276895943562,0.8965517241374008,0.06666666666666667,0.8666666666661378,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,3,A,NoPrior,1.0,0.9898519515991211,,,,,,,,,lorenz96,0.9855555555555555,0.9770055480581796,0.9473684210520997,0.03333333333333333,0.89999999999947,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,4,C,FullModel,0.7332069277763367,1.0046322345733643,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,4,F,HardMask,,27.6608989238739,,,,,,,,,lorenz96,0.28055555555555556,0.3215577680347501,0.49999999999961664,0.6666666666666666,0.16666666666616115,,,,,
lorenz96,10.0,2000.0,lorenz,0.3,4,A,NoPrior,1.0,0.9912359714508057,,,,,,,,,lorenz96,0.9944444444444444,0.9888898417393042,0.9523809523804232,0.03333333333333333,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,4,C,FullModel,0.753959059715271,1.0056335926055908,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,4,F,HardMask,,27.591768264770508,,,,,,,,,lorenz96,0.7272222222222222,0.6641551647726098,0.6909090909085699,0.18888888888888888,0.6333333333328122,,,,,
lorenz96,10.0,2000.0,lorenz,0.6,4,A,NoPrior,1.0,0.9883058071136475,,,,,,,,,lorenz96,0.9944444444444444,0.9888898417393042,0.9523809523804232,0.03333333333333333,0.9333333333328022,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,4,C,FullModel,0.7218931913375854,1.0062782764434814,,,,,,,,,lorenz96,1.0,0.9999999999999999,0.9999999999994666,0.0,0.9999999999994666,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,4,F,HardMask,,27.79716396331787,,,,,,,,,lorenz96,0.9394444444444444,0.9282929046262379,0.9310344827580892,0.044444444444444446,0.89999999999947,,,,,
lorenz96,10.0,2000.0,lorenz,0.9,4,A,NoPrior,1.0,0.9933900833129883,,,,,,,,,lorenz96,0.9944444444444444,0.9888898417393042,0.9523809523804232,0.03333333333333333,0.9333333333328022,,,,,
electricity,,,,,0,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,17018715.86346843,12666644.0
electricity,,,,,0,F,HardMask,,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,17838713.4344479,12848011.0
electricity,,,,,0,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,16922553.48599614,11930229.0
electricity,,,,,0,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Large Ind.,36.0,36.0,18283842.968640044,13289461.0
electricity,,,,,0,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Residential,6.0,6.0,12431122.470218368,9065278.0
electricity,,,,,0,F,HardMask,,,,,,,,,,,real,,,,,,Residential,6.0,6.0,12960811.971166622,9113004.0
electricity,,,,,0,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Residential,6.0,6.0,11873131.234255604,8310893.5
electricity,,,,,0,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Residential,36.0,36.0,16041831.700030267,11259172.0
electricity,,,,,0,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4678709.676207747,3201277.25
electricity,,,,,0,F,HardMask,,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4706075.844774285,3191430.0
electricity,,,,,0,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4427346.628580147,3052113.25
electricity,,,,,0,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Commercial,36.0,36.0,4688959.398566808,3249921.25
electricity,,,,,1,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,18135018.60642442,12905192.0
electricity,,,,,1,F,HardMask,,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,16547963.690626832,12319761.0
electricity,,,,,1,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,17020184.656611454,12156757.0
electricity,,,,,1,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Large Ind.,36.0,36.0,17249863.296281975,12563222.0
electricity,,,,,1,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Residential,6.0,6.0,11643805.255759304,8382328.0
electricity,,,,,1,F,HardMask,,,,,,,,,,,real,,,,,,Residential,6.0,6.0,12810451.346617885,9001736.0
electricity,,,,,1,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Residential,6.0,6.0,11632779.176632212,8290599.0
electricity,,,,,1,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Residential,36.0,36.0,16465039.132657291,11952931.0
electricity,,,,,1,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4530087.579607264,3107716.25
electricity,,,,,1,F,HardMask,,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4803099.261835008,3225262.5
electricity,,,,,1,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4502870.213058333,3216962.0
electricity,,,,,1,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Commercial,36.0,36.0,4652477.259783222,3203767.0
electricity,,,,,2,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,18052716.552270133,12798649.0
electricity,,,,,2,F,HardMask,,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,17384897.686826922,12472044.0
electricity,,,,,2,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,18143421.44883594,12579628.0
electricity,,,,,2,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Large Ind.,36.0,36.0,18429168.081116628,13797987.0
electricity,,,,,2,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Residential,6.0,6.0,12294454.283607386,8907870.0
electricity,,,,,2,F,HardMask,,,,,,,,,,,real,,,,,,Residential,6.0,6.0,13085743.718200812,9304751.0
electricity,,,,,2,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Residential,6.0,6.0,11633441.50478198,8191166.5
electricity,,,,,2,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Residential,36.0,36.0,16630731.510538435,11704188.0
electricity,,,,,2,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,5016143.827883726,3339059.75
electricity,,,,,2,F,HardMask,,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4959595.344938536,3370276.0
electricity,,,,,2,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4450473.171197867,3133815.5
electricity,,,,,2,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Commercial,36.0,36.0,4604627.530335109,3224403.0
electricity,,,,,3,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,17842931.995003063,12580410.0
electricity,,,,,3,F,HardMask,,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,16496418.163623277,12097476.0
electricity,,,,,3,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,16687253.803942217,11924339.0
electricity,,,,,3,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Large Ind.,36.0,36.0,18002150.6606383,13112254.0
electricity,,,,,3,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Residential,6.0,6.0,12684600.437259661,8989945.0
electricity,,,,,3,F,HardMask,,,,,,,,,,,real,,,,,,Residential,6.0,6.0,12677686.413194483,9199604.0
electricity,,,,,3,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Residential,6.0,6.0,11981096.168647008,8484864.0
electricity,,,,,3,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Residential,36.0,36.0,15316591.513416555,11065029.0
electricity,,,,,3,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4828203.327059042,3296631.5
electricity,,,,,3,F,HardMask,,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4599706.100385111,3145771.5
electricity,,,,,3,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4334264.805983133,3072093.75
electricity,,,,,3,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Commercial,36.0,36.0,4831314.474921292,3346917.5
electricity,,,,,4,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,16642358.498703241,12243146.0
electricity,,,,,4,F,HardMask,,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,16556949.065150378,12101711.0
electricity,,,,,4,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Large Ind.,6.0,6.0,17922261.317436926,12359108.0
electricity,,,,,4,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Large Ind.,36.0,36.0,18790515.959969167,13677787.0
electricity,,,,,4,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Residential,6.0,6.0,12752109.105641153,8882833.0
electricity,,,,,4,F,HardMask,,,,,,,,,,,real,,,,,,Residential,6.0,6.0,12373786.86050669,8867490.0
electricity,,,,,4,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Residential,6.0,6.0,11525889.270817067,8264504.5
electricity,,,,,4,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Residential,36.0,36.0,15977790.39303345,11291275.0
electricity,,,,,4,C,FullModel,1.11483895778656,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4719231.956603108,3232636.5
electricity,,,,,4,F,HardMask,,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4766654.775923258,3282472.25
electricity,,,,,4,A,NoPrior,1.0,,,,,,,,,,real,,,,,,Commercial,6.0,6.0,4512185.325669149,3150061.25
electricity,,,,,4,ALL,AllFeatures,,,,,,,,,,,real,,,,,,Commercial,36.0,36.0,4610854.255573906,3282151.75
